Year,MonthNumber,Salmon,SalmonWeight,SeaTrout,SeaTroutWeight,Farmed,Method
1991,5,0.029,4.6,0.461,1.034056399,0,Net and Coble: Retained
1991,6,0.745,5.181342282,1.02,1.128627451,0,Fixed Engine: Retained
1991,6,0.033,4.990909091,1.073,1.093196645,0,Net and Coble: Retained
1991,7,0.458,5.701528384,0.349,1.129512894,0,Fixed Engine: Retained
1991,7,0.01,5.76,0.833,1.120648259,0,Net and Coble: Retained
1991,8,0.245,5.783673469,0.043,1.118604651,0,Fixed Engine: Retained
1991,8,0.042,6.09047619,0.256,1.11640625,0,Net and Coble: Retained
1992,2,0.016,3.575,0,0,0,Fixed Engine: Retained
1992,3,0.081,4.469135802,0.007,1.042857143,0,Fixed Engine: Retained
1992,4,0.063,4.312698413,0.032,1.00625,0,Fixed Engine: Retained
1992,5,0.231,4.616450216,0.449,1.183964365,0,Fixed Engine: Retained
1992,5,0.007,4.671428571,0.938,1.124840085,0,Net and Coble: Retained
1992,6,0.621,4.370853462,0.914,1.164223195,0,Fixed Engine: Retained
1992,6,0.047,5.289361702,2.878,1.215635858,0,Net and Coble: Retained
1992,7,0.519,5.444894027,0.148,1.210810811,0,Fixed Engine: Retained
1992,7,0.051,6.039215686,1.058,1.224858223,0,Net and Coble: Retained
1992,8,0.192,5.846875,0.032,1.1625,0,Fixed Engine: Retained
1992,8,0.008,6.4125,0.095,1.217894737,0,Net and Coble: Retained
1993,2,0.022,3.936363636,0.001,0.9,0,Fixed Engine: Retained
1993,3,0.066,4.268181818,0.002,0.9,0,Fixed Engine: Retained
1993,4,0.1,4.227,0.017,0.776470588,0,Fixed Engine: Retained
1993,5,0.297,4.609090909,0.122,1.018852459,0,Fixed Engine: Retained
1993,5,0.011,4.409090909,0.041,0.951219512,0,Net and Coble: Retained
1993,6,0.449,5.034966592,0.602,1.060963455,0,Fixed Engine: Retained
1993,6,0.046,5.156521739,1.674,1.088709677,0,Net and Coble: Retained
1993,7,0.24,5.43,0.098,1.055102041,0,Fixed Engine: Retained
1993,7,0.041,5.807317073,0.648,1.084259259,0,Net and Coble: Retained
1993,8,0.122,6.235245902,0.016,1.075,0,Fixed Engine: Retained
1993,8,0.002,6.35,0.062,1.053225806,0,Net and Coble: Retained
1994,2,0.002,3.4,0,0,0,Fixed Engine: Retained
1994,3,0.026,3.961538462,0.001,1.8,0,Fixed Engine: Retained
1994,4,0.082,4.375609756,0.016,1.01875,0,Fixed Engine: Retained
1994,5,0.149,4.837583893,0.117,0.976923077,0,Fixed Engine: Retained
1994,5,0.004,4.65,0.107,0.902803738,0,Net and Coble: Retained
1994,6,0.382,5.384816754,0.587,1.090289608,0,Fixed Engine: Retained
1994,6,0.097,5.587628866,1.556,1.052377892,0,Net and Coble: Retained
1994,7,0.949,6.070706006,0.439,1.13143508,0,Fixed Engine: Retained
1994,7,0.048,6.747916667,1.144,1.079632867,0,Net and Coble: Retained
1994,8,0.789,6.09391635,0.046,1.134782609,0,Fixed Engine: Retained
1994,8,0.112,7.269642857,0.318,1.119811321,0,Net and Coble: Retained
1995,4,0.049,4.518367347,0.012,0.908333333,0,Fixed Engine: Retained
1995,5,0.256,4.69375,0.445,1.045842697,0,Fixed Engine: Retained
1995,5,0.012,4.683333333,0.388,0.998453608,0,Net and Coble: Retained
1995,6,0.516,5.421124031,0.604,1.170033113,0,Fixed Engine: Retained
1995,6,0.021,5.657142857,1.232,1.188474026,0,Net and Coble: Retained
1995,7,0.468,5.775641026,0.127,1.228346457,0,Fixed Engine: Retained
1995,7,0.041,6.185365854,0.683,1.211420205,0,Net and Coble: Retained
1995,8,0.437,5.786727689,0.049,1.306122449,0,Fixed Engine: Retained
1995,8,0.016,6.2625,0.12,1.360833333,0,Net and Coble: Retained
1996,5,0.147,4.67755102,0.143,1.129370629,0,Fixed Engine: Retained
1996,5,0.001,4.5,0.025,0.872,0,Net and Coble: Retained
1996,6,0.294,5.097619048,0.702,1.205698006,0,Fixed Engine: Retained
1996,6,0.01,5.26,0.629,1.119872814,0,Net and Coble: Retained
1996,7,0.437,5.266590389,0.18,1.204444444,0,Fixed Engine: Retained
1996,7,0.035,5.74,0.795,1.14,0,Net and Coble: Retained
1996,8,0.279,5.473835125,0.029,1.279310345,0,Fixed Engine: Retained
1996,8,0.022,6.95,0.226,1.089823009,0,Net and Coble: Retained
1997,4,0.048,4.566666667,0.033,1.13030303,0,Fixed Engine: Retained
1997,5,0.13,4.733076923,0.173,1.086127168,0,Fixed Engine: Retained
1997,6,0.233,5.00944206,0.25,1.1408,0,Fixed Engine: Retained
1997,6,0.009,5.111111111,0.551,1.070780399,0,Net and Coble: Retained
1997,7,0.292,5.432534247,0.067,1.240298507,0,Fixed Engine: Retained
1997,7,0.001,7,0.024,1.208333333,0,Net and Coble: Retained
1997,8,0.24,5.52875,0.022,1.331818182,0,Fixed Engine: Retained
1998,4,0,0,0.022,0.909090909,0,Fixed Engine: Retained
1998,5,0.172,4.48255814,0.479,1.087682672,0,Fixed Engine: Retained
1998,5,0,0,0.226,1.008849558,0,Net and Coble: Retained
1998,6,0.402,4.768656716,1.18,1.215254237,0,Fixed Engine: Retained
1998,6,0.009,4.777777778,0.751,1.07057257,0,Net and Coble: Retained
1998,7,0.276,5.105072464,0.308,1.159090909,0,Fixed Engine: Retained
1998,7,0.007,5.428571429,0.217,1.01843318,0,Net and Coble: Retained
1998,8,0.046,5.489130435,0.012,1.8,0,Fixed Engine: Retained
1999,3,0,0,0,0,0,Fixed Engine: Retained
1999,4,0.054,4.692592593,0.007,1.142857143,0,Fixed Engine: Retained
1999,5,0.086,5.023255814,0.093,1.096774194,0,Fixed Engine: Retained
1999,6,0.163,5.785276074,0.26,1.013461538,0,Fixed Engine: Retained
1999,7,0.089,6.085393258,0.062,0.998387097,0,Fixed Engine: Retained
1999,8,0.059,5.088135593,0.008,0.85,0,Fixed Engine: Retained
2000,4,0.03,4.68,0.056,1.135714286,0,Fixed Engine: Retained
2000,5,0.253,5.007114625,0.484,1.190702479,0,Fixed Engine: Retained
2000,6,0.261,5.10651341,0.45,1.230222222,0,Fixed Engine: Retained
2000,7,0.269,5.696282528,0.105,1.267619048,0,Fixed Engine: Retained
2000,8,0.202,5.9,0.032,1.359375,0,Fixed Engine: Retained
2001,4,0.082,4.057317073,0.008,1.2,0,Fixed Engine: Retained
2001,5,0.613,4.621044046,0.573,1.110122164,0,Fixed Engine: Retained
2001,6,0.597,4.77638191,0.759,1.101054018,0.002,Fixed Engine: Retained
2001,7,0.591,4.756514382,0.098,1.02755102,0.001,Fixed Engine: Retained
2001,8,0.386,4.896891192,0.026,1.030769231,0,Fixed Engine: Retained
2002,2,0,0,0,0,0,Fixed Engine: Retained
2002,3,0.046,4.780434783,0.002,0.7,0,Fixed Engine: Retained
2002,4,0.106,4.795283019,0.01,1.16,0,Fixed Engine: Retained
2002,5,0.217,4.885714286,0.351,1.117378917,0,Fixed Engine: Retained
2002,6,0.321,4.876635514,0.84,1.171547619,0.002,Fixed Engine: Retained
2002,7,0.281,4.899644128,0.152,1.073684211,0,Fixed Engine: Retained
2002,8,0.342,5.052631579,0.017,1.529411765,0.003,Fixed Engine: Retained
2003,3,0.095,4.915789474,0.001,2.2,0,Fixed Engine: Retained
2003,4,0.259,4.840926641,0.054,1.201851852,0,Fixed Engine: Retained
2003,5,1.034,5.126595745,1.383,1.182212581,0,Fixed Engine: Retained
2003,6,0.441,4.80952381,1.483,1.180040459,0.002,Fixed Engine: Retained
2003,7,0.43,5.181395349,0.209,1.205741627,0,Fixed Engine: Retained
2003,8,0.323,4.66873065,0.013,1.292307692,0,Fixed Engine: Retained
2004,2,0.044,4.95,0,0,0,Fixed Engine: Retained
2004,3,0.131,4.923664122,0.005,1.64,0,Fixed Engine: Retained
2004,4,0.257,4.889494163,0.046,1.32173913,0,Fixed Engine: Retained
2004,5,0.767,5.04041721,0.602,1.294019934,0,Fixed Engine: Retained
2004,6,0.458,4.899126638,0.497,1.305030181,0,Fixed Engine: Retained
2004,7,0.351,5.297720798,0.316,1.373417722,0,Fixed Engine: Retained
2004,8,0.235,5.334468085,0.007,1.428571429,0,Fixed Engine: Retained
2005,2,0,0,0,0,0,Fixed Engine: Retained
2005,3,0,0,0,0,0,Fixed Engine: Retained
2005,4,0,0,0,0,0,Fixed Engine: Retained
2005,5,0.537,4.232402235,0.316,1.139240506,0,Fixed Engine: Retained
2005,6,0.562,4.590925267,1.289,1.255779674,0,Fixed Engine: Retained
2005,7,0.234,4.684615385,0.212,1.272641509,0,Fixed Engine: Retained
2005,8,0.637,4.818681319,0.03,1.28,0,Fixed Engine: Retained
2006,2,0,0,0,0,0,Fixed Engine: Retained
2006,3,0,0,0,0,0,Fixed Engine: Retained
2006,4,0,0,0,0,0,Fixed Engine: Retained
2006,5,0.591,4.475126904,0.254,1.22992126,0,Fixed Engine: Retained
2006,6,0.766,4.942689295,1.474,1.269335142,0,Fixed Engine: Retained
2006,7,0.664,4.972138554,0.229,1.283842795,0,Fixed Engine: Retained
2006,8,0.537,5.088268156,0.029,1.279310345,0,Fixed Engine: Retained
2007,5,0.456,4.568859649,0.949,0.07776607,0,Fixed Engine: Retained
2007,6,0.408,4.867892157,0.438,1.403881279,0,Fixed Engine: Retained
2007,7,0.283,5.022614841,0.058,1.468965517,0.004,Fixed Engine: Retained
2007,8,0.21,5.02047619,0.019,1.5,0.003,Fixed Engine: Retained
2008,5,0.401,4.189526185,0.574,1.280487805,0,Fixed Engine: Retained
2008,6,0.57,4.789473684,0.335,1.405970149,0,Fixed Engine: Retained
2008,7,0.656,4.978658537,0.076,1.407894737,0,Fixed Engine: Retained
2008,8,0.403,5.069478908,0.01,1.5,0,Fixed Engine: Retained
2009,2,0,0,0,0,0,Fixed Engine: Retained
2009,3,0,0,0,0,0,Fixed Engine: Retained
2009,4,0,0,0,0,0,Fixed Engine: Retained
2009,5,0.246,4.699186992,0.366,1.278688525,0,Fixed Engine: Retained
2009,6,0.72,5.1,0.791,1.333754741,0,Fixed Engine: Retained
2009,7,0.419,5.097852029,0.097,1.309278351,0,Fixed Engine: Retained
2009,8,0.237,5.198312236,0.002,2.4,0,Fixed Engine: Retained
2010,2,0,0,0,0,0,Fixed Engine: Retained
2010,3,0,0,0,0,0,Fixed Engine: Retained
2010,4,0,0,0,0,0,Fixed Engine: Retained
2010,5,0.679,3.949926362,0.245,1.1,0,Fixed Engine: Retained
2010,6,0.611,3.944353519,0.228,1.1,0,Fixed Engine: Retained
2010,7,0.657,4,0.032,1.1,0,Fixed Engine: Retained
2010,8,0.652,4.018404908,0.005,1.1,0,Fixed Engine: Retained
2011,5,2.307,4.129995665,0.358,1.1,0,Fixed Engine: Retained
2011,6,1.337,4.259985041,0.077,1.1,0,Fixed Engine: Retained
2011,7,1.053,4.289933523,0.017,1.1,0,Fixed Engine: Retained
2011,8,0.746,4.36997319,0.002,1.1,0,Fixed Engine: Retained
2012,5,0.359,3.905292479,0.088,1.1,0,Fixed Engine: Retained
2012,6,0.378,4.12962963,0.138,1.1,0,Fixed Engine: Retained
2012,7,0.567,4.357495591,0.027,1.1,0,Fixed Engine: Retained
2012,8,0.262,4.619847328,0.002,1.1,0,Fixed Engine: Retained
2012,9,0.146,5.139726027,0,0,0,Fixed Engine: Retained
2013,2,0,0,0,0,0,Fixed Engine: Retained
2013,3,0,0,0,0,0,Fixed Engine: Retained
2013,4,0,0,0,0,0,Fixed Engine: Retained
2013,5,0.688,3.869186047,0.047,1.5,0,Fixed Engine: Retained
2013,6,0.537,4.061452514,0.089,1.5,0,Fixed Engine: Retained
2013,7,1.081,4.101757632,0.015,1.5,0,Fixed Engine: Retained
2013,8,0.773,4.469598965,0.004,1.5,0,Fixed Engine: Retained
2014,2,0,0,0,0,0,Fixed Engine: Retained
2014,3,0,0,0,0,0,Fixed Engine: Retained
2014,4,0,0,0,0,0,Fixed Engine: Retained
2014,5,0.621,3.909822866,0.228,1.5,0,Fixed Engine: Retained
2014,6,0.825,4.08969697,0.155,1.5,0,Fixed Engine: Retained
2014,7,1.031,4.119301649,0.011,1.5,0,Fixed Engine: Retained
2014,8,0.579,4.348877375,0.004,1.5,0,Fixed Engine: Retained
2015,2,0,0,0,0,0,Fixed Engine: Retained
2015,3,0,0,0,0,0,Fixed Engine: Retained
2015,4,0,0,0,0,0,Fixed Engine: Retained
2015,5,0.389,4.359897172,0.134,1.5,0,Fixed Engine: Retained
2015,6,0.349,4.289398281,0.155,1.5,0,Fixed Engine: Retained
2015,7,0.368,4.309782609,0.079,1.5,0,Fixed Engine: Retained
2015,8,0.327,4.311926606,0.028,1.5,0,Fixed Engine: Retained
2015,9,0,0,0,0,0,Fixed Engine: Retained
2019,5,0,0,0.003,1.166666667,0,Fixed Engine: Retained
1952,2,1.158,4.19283247,0,0,0,Fixed Engine: Retained
1952,2,0.784,4.176658163,0.002,0.9,0,Net and Coble: Retained
1952,3,0.954,4.183647799,0.003,0.766666667,0,Fixed Engine: Retained
1952,3,0.945,4.173015873,0.002,0.9,0,Net and Coble: Retained
1952,4,3.749,4.406455055,0.057,0.947368421,0,Fixed Engine: Retained
1952,4,0.892,4.454035874,0.002,0.9,0,Net and Coble: Retained
1952,5,5.567,4.918950961,0.537,0.838733706,0,Fixed Engine: Retained
1952,5,1.314,4.921156773,0.073,0.81369863,0,Net and Coble: Retained
1952,6,4.645,5.42846071,1.636,0.881968215,0,Fixed Engine: Retained
1952,6,0.871,5.411366246,2.001,0.857321339,0,Net and Coble: Retained
1952,7,2.403,6.356720766,1.627,0.863122311,0,Fixed Engine: Retained
1952,7,0.207,6.350241546,1.019,0.816388616,0,Net and Coble: Retained
1952,8,0.866,7.579099307,0.216,0.934259259,0,Fixed Engine: Retained
1952,8,0.098,7.57244898,0.258,0.907364341,0,Net and Coble: Retained
1953,2,1.47,4.118095238,0,0,0,Fixed Engine: Retained
1953,2,1.51,4.036953642,0,0,0,Net and Coble: Retained
1953,3,3.133,4.319757421,0.003,1.066666667,0,Fixed Engine: Retained
1953,3,0.392,4.285969388,0,0,0,Net and Coble: Retained
1953,4,2.347,4.195781849,0.041,0.807317073,0,Fixed Engine: Retained
1953,4,0.648,4.164197531,0.002,0.9,0,Net and Coble: Retained
1953,5,4.922,4.580536367,0.316,0.84556962,0,Fixed Engine: Retained
1953,5,1.094,4.581078611,0.164,0.765853659,0,Net and Coble: Retained
1953,6,2.76,5.075471014,0.562,0.855516014,0,Fixed Engine: Retained
1953,6,0.689,5.048766328,1.089,0.816345271,0,Net and Coble: Retained
1953,7,2.982,5.877230047,1.142,0.92145359,0,Fixed Engine: Retained
1953,7,0.542,5.896678967,2.084,0.861900192,0,Net and Coble: Retained
1953,8,1.128,6.753634752,0.22,0.892727273,0,Fixed Engine: Retained
1953,8,0.087,6.757471264,0.381,0.875065617,0,Net and Coble: Retained
1954,2,0.253,4.485770751,0,0,0,Fixed Engine: Retained
1954,2,1.547,4.581383323,0,0,0,Net and Coble: Retained
1954,3,1.19,4.928151261,0.004,0.675,0,Fixed Engine: Retained
1954,3,2.217,4.717410916,0,0,0,Net and Coble: Retained
1954,4,4.083,4.643693363,0.135,1.068148148,0,Fixed Engine: Retained
1954,4,1.188,4.626767677,0.002,1.15,0,Net and Coble: Retained
1954,5,3.414,4.581898067,0.391,0.962915601,0,Fixed Engine: Retained
1954,5,1.467,4.535923654,0.075,0.949333333,0,Net and Coble: Retained
1954,6,3.698,5.115251487,1.293,0.988244393,0,Fixed Engine: Retained
1954,6,0.919,5.080304679,1.612,0.95248139,0,Net and Coble: Retained
1954,7,3.872,5.709271694,2.541,1.033766234,0,Fixed Engine: Retained
1954,7,0.844,5.669905213,3.232,0.997834158,0,Net and Coble: Retained
1954,8,0.513,6.214035088,0.316,0.898417722,0,Fixed Engine: Retained
1954,8,0.153,6.21372549,0.542,0.816789668,0,Net and Coble: Retained
1955,2,0.067,4.474626866,0,0,0,Fixed Engine: Retained
1955,2,2.046,4.735434995,0,0,0,Net and Coble: Retained
1955,3,0.663,4.453092006,0.003,1.2,0,Fixed Engine: Retained
1955,3,1.358,4.734683358,0,0,0,Net and Coble: Retained
1955,4,2.221,4.562674471,0.078,0.976923077,0,Fixed Engine: Retained
1955,4,1.001,4.735264735,0.006,0.983333333,0,Net and Coble: Retained
1955,5,4.557,4.715777924,0.403,0.999503722,0,Fixed Engine: Retained
1955,5,1.417,4.737614679,0.117,0.992307692,0,Net and Coble: Retained
1955,6,5.61,4.838163993,1.474,1.022862958,0,Fixed Engine: Retained
1955,6,0.853,4.732708089,0.897,0.99264214,0,Net and Coble: Retained
1955,7,5.394,3.108972933,1.558,1.023620026,0,Fixed Engine: Retained
1955,7,0.608,4.737335526,0.85,0.992588235,0,Net and Coble: Retained
1955,8,1.032,5.295833333,0.264,1.054924242,0,Fixed Engine: Retained
1955,8,0.059,4.73559322,0.23,0.993913043,0,Net and Coble: Retained
1956,2,0.24,4.452916667,0,0,0,Fixed Engine: Retained
1956,2,1.518,4.586693017,0,0,0,Net and Coble: Retained
1956,3,0.709,4.370803949,0.004,0.9,0,Fixed Engine: Retained
1956,3,1.471,4.582188987,0.006,0.9,0,Net and Coble: Retained
1956,4,1.316,4.492173252,0.112,0.935714286,0,Fixed Engine: Retained
1956,4,0.289,4.58615917,0.037,0.908108108,0,Net and Coble: Retained
1956,5,4.637,4.542182446,1.025,0.924,0,Fixed Engine: Retained
1956,5,0.28,4.584642857,0.658,0.907142857,0,Net and Coble: Retained
1956,6,5.336,4.63273988,1.251,0.948920863,0,Fixed Engine: Retained
1956,6,0.459,4.58540305,1.341,0.907158837,0,Net and Coble: Retained
1956,7,2.659,4.803911245,0.919,0.960500544,0,Fixed Engine: Retained
1956,7,0.296,4.583445946,1.151,0.907211121,0,Net and Coble: Retained
1956,8,0.507,5.17199211,0.075,1.016,0,Fixed Engine: Retained
1956,8,0.107,4.586915888,0.4,0.90725,0,Net and Coble: Retained
1957,2,0.102,4.549019608,0,0,0,Fixed Engine: Retained
1957,2,0.992,4.618245968,0,0,0,Net and Coble: Retained
1957,3,0.53,4.007924528,0.002,0.9,0,Fixed Engine: Retained
1957,3,1.716,4.102447552,0.001,0.9,0,Net and Coble: Retained
1957,4,1.16,3.996293103,0.118,0.807627119,0,Fixed Engine: Retained
1957,4,0.757,3.984676354,0.012,0.791666667,0,Net and Coble: Retained
1957,5,3.577,4.233855186,1.482,0.850269906,0,Fixed Engine: Retained
1957,5,0.655,4.224274809,0.455,0.834505495,0,Net and Coble: Retained
1957,6,3.861,4.621445221,3.144,0.882379135,0,Fixed Engine: Retained
1957,6,0.478,4.583472803,2.547,0.844130349,0,Net and Coble: Retained
1957,7,2.136,5.113764045,2.085,0.938944844,0,Fixed Engine: Retained
1957,7,0.209,5.122009569,1.833,0.901963993,0,Net and Coble: Retained
1957,8,0.382,5.954973822,0.168,0.958333333,0,Fixed Engine: Retained
1957,8,0.142,5.226056338,0.649,0.847765794,0,Net and Coble: Retained
1958,2,0.034,4.455882353,0,0,0,Fixed Engine: Retained
1958,2,0.922,4.765184382,0,0,0,Net and Coble: Retained
1958,3,0.422,4.400473934,0.009,0.911111111,0,Fixed Engine: Retained
1958,3,1.878,4.762726305,0.017,0.905882353,0,Net and Coble: Retained
1958,4,1.167,4.59108826,0.084,0.907142857,0,Fixed Engine: Retained
1958,4,1.105,4.762533937,0.027,0.907407407,0,Net and Coble: Retained
1958,5,4.312,4.669828386,0.726,0.929614325,0,Fixed Engine: Retained
1958,5,1.027,4.762512171,0.719,0.907232267,0,Net and Coble: Retained
1958,6,2.661,4.864900413,0.912,0.94495614,0,Fixed Engine: Retained
1958,6,0.89,4.660786517,1.833,0.907201309,0,Net and Coble: Retained
1958,7,2.034,5.057767945,1.087,0.94599816,0,Fixed Engine: Retained
1958,7,0.56,4.762678571,1.548,0.907170543,0,Net and Coble: Retained
1958,8,0.77,5.116753247,0.317,1.000315457,0,Fixed Engine: Retained
1958,8,0.173,4.761271676,0.629,0.907154213,0,Net and Coble: Retained
1959,2,0.907,4.114332966,0,0,0,Fixed Engine: Retained
1959,2,1.658,4.137032569,0.002,0.45,0,Net and Coble: Retained
1959,3,0.899,4.085317019,0.002,0.9,0,Fixed Engine: Retained
1959,3,1.412,4.082365439,0.015,0.906666667,0,Net and Coble: Retained
1959,4,1.701,4.154085832,0.169,0.963313609,0,Fixed Engine: Retained
1959,4,1.484,4.082345013,0.054,0.907407407,0,Net and Coble: Retained
1959,5,3.131,4.469274992,0.552,0.898188406,0,Fixed Engine: Retained
1959,5,1.175,4.535914894,0.42,0.907142857,0,Net and Coble: Retained
1959,6,5.481,4.84973545,2.774,0.952307138,0,Fixed Engine: Retained
1959,6,0.897,4.785172798,1.682,0.907193817,0,Net and Coble: Retained
1959,7,4.227,5.42282943,2.248,1.035320285,0,Fixed Engine: Retained
1959,7,0.366,5.443169399,2.101,0.907187054,0,Net and Coble: Retained
1959,8,1.374,6.355240175,0.244,1.048360656,0,Fixed Engine: Retained
1959,8,0.599,6.350250417,0.607,0.907248764,0,Net and Coble: Retained
1960,2,0.052,4.221153846,0,0,0,Fixed Engine: Retained
1960,2,1.938,4.250154799,0,0,0,Net and Coble: Retained
1960,3,0.246,4.154065041,0,0,0,Fixed Engine: Retained
1960,3,2.415,4.336273292,0,0,0,Net and Coble: Retained
1960,4,1.103,4.229555757,0.072,0.8625,0,Fixed Engine: Retained
1960,4,1.429,4.268369489,0.014,0.807142857,0,Net and Coble: Retained
1960,5,3.164,4.459955752,0.803,0.895890411,0,Fixed Engine: Retained
1960,5,0.722,4.490720222,0.135,0.86,0,Net and Coble: Retained
1960,6,3.077,4.899740006,3.245,0.977349769,0,Fixed Engine: Retained
1960,6,0.287,4.899303136,1.095,0.952328767,0,Net and Coble: Retained
1960,7,1.989,5.5297637,2.471,1.021732092,0,Fixed Engine: Retained
1960,7,0.375,5.479466667,2.652,0.984313725,0,Net and Coble: Retained
1960,8,0.669,6.296113602,0.446,0.997757848,0,Fixed Engine: Retained
1960,8,0.09,6.375555556,0.29,0.962068966,0,Net and Coble: Retained
1961,2,0.248,4.140725806,0,0,0,Fixed Engine: Retained
1961,2,0.934,4.082334047,0.001,0.9,0,Net and Coble: Retained
1961,3,1.089,4.13728191,0,0,0,Fixed Engine: Retained
1961,3,1.091,4.082309808,0,0,0,Net and Coble: Retained
1961,4,1.052,4.05513308,0.031,0.774193548,0,Fixed Engine: Retained
1961,4,1.724,4.082308585,0.014,0.678571429,0,Net and Coble: Retained
1961,5,2.065,4.178983051,0.803,0.795392279,0,Fixed Engine: Retained
1961,5,1.099,4.082347589,0.53,0.680377358,0,Net and Coble: Retained
1961,6,3.738,4.251845907,3.14,0.768789809,0,Fixed Engine: Retained
1961,6,0.713,4.082328191,1.085,0.680184332,0,Net and Coble: Retained
1961,7,2.473,4.425879499,1.737,0.847668394,0,Fixed Engine: Retained
1961,7,0.534,4.082397004,1.633,0.680526638,0,Net and Coble: Retained
1961,8,0.928,4.895689655,0.228,0.807894737,0,Fixed Engine: Retained
1961,8,0.269,4.082156134,0.367,0.679836512,0,Net and Coble: Retained
1962,2,0.091,4.540659341,0,0,0,Fixed Engine: Retained
1962,2,0.454,4.537885463,0.001,0.9,0,Net and Coble: Retained
1962,3,0.26,4.586538462,0.001,0.9,0,Fixed Engine: Retained
1962,3,0.477,4.533962264,0.005,0.64,0,Net and Coble: Retained
1962,4,0.182,4.491208791,0.059,0.737288136,0,Fixed Engine: Retained
1962,4,0.421,4.537054632,0.023,0.669565217,0,Net and Coble: Retained
1962,5,1.598,4.559198999,0.739,0.769688769,0,Fixed Engine: Retained
1962,5,0.48,4.535,0.789,0.680735108,0,Net and Coble: Retained
1962,6,3.563,4.667302835,2.63,0.783536122,0,Fixed Engine: Retained
1962,6,0.675,4.535851852,1.994,0.680391174,0,Net and Coble: Retained
1962,7,2.022,4.719436202,1.504,0.759707447,0,Fixed Engine: Retained
1962,7,0.388,4.53943299,0.965,0.680103627,0,Net and Coble: Retained
1962,8,0.863,4.882850521,0.455,0.842417582,0,Fixed Engine: Retained
1962,8,0.163,4.527607362,0.301,0.681063123,0,Net and Coble: Retained
1963,2,0.129,4.047286822,0,0,0,Fixed Engine: Retained
1963,2,0.638,4.082288401,0,0,0,Net and Coble: Retained
1963,3,0.451,4.032150776,0.004,0.45,0,Fixed Engine: Retained
1963,3,2.326,4.082330181,0.001,0.5,0,Net and Coble: Retained
1963,4,1.212,4.138448845,0.04,0.885,0,Fixed Engine: Retained
1963,4,1.251,4.535891287,0.002,0.9,0,Net and Coble: Retained
1963,5,3.166,4.567024637,0.752,0.907180851,0,Fixed Engine: Retained
1963,5,1.427,4.535949544,0.236,0.90720339,0,Net and Coble: Retained
1963,6,3.284,5.033038977,2.149,0.921544905,0,Fixed Engine: Retained
1963,6,0.681,4.989574156,1.035,0.907149758,0,Net and Coble: Retained
1963,7,2.14,5.494626168,2.446,0.930907604,0,Fixed Engine: Retained
1963,7,0.61,5.443114754,1.357,0.907148121,0,Net and Coble: Retained
1963,8,1.057,6.135761589,0.394,0.954314721,0,Fixed Engine: Retained
1963,8,0.257,6.350194553,0.252,0.907142857,0,Net and Coble: Retained
1964,2,0.163,3.817791411,0.001,1.4,0,Fixed Engine: Retained
1964,2,1.037,3.732883317,0,0,0,Net and Coble: Retained
1964,3,0.337,4.050148368,0,0,0,Fixed Engine: Retained
1964,3,0.677,3.964401773,0.001,1.4,0,Net and Coble: Retained
1964,4,0.514,3.738132296,0.028,0.857142857,0,Fixed Engine: Retained
1964,4,0.695,3.750791367,0.004,0.9,0,Net and Coble: Retained
1964,5,2.765,3.915985533,0.615,0.868130081,0,Fixed Engine: Retained
1964,5,0.597,3.900670017,0.025,0.872,0,Net and Coble: Retained
1964,6,4.559,4.355033999,3.363,0.945495094,0,Fixed Engine: Retained
1964,6,0.98,4.309081633,1.169,0.939007699,0,Net and Coble: Retained
1964,7,5.49,4.963151184,2.986,0.966744809,0,Fixed Engine: Retained
1964,7,0.972,4.99372428,2.207,0.952378795,0,Net and Coble: Retained
1964,8,2.709,5.56197859,0.89,1.03258427,0,Fixed Engine: Retained
1964,8,0.283,5.936749117,0.687,1.002328967,0,Net and Coble: Retained
1965,2,0.185,4.187567568,0.001,0.5,0,Fixed Engine: Retained
1965,2,1,4.3182,0,0,0,Net and Coble: Retained
1965,3,0.706,4.163314448,0.006,0.833333333,0,Fixed Engine: Retained
1965,3,1.125,4.178666667,0.009,0.811111111,0,Net and Coble: Retained
1965,4,0.982,4.100305499,0.14,0.897142857,0,Fixed Engine: Retained
1965,4,0.88,4.072045455,0.027,0.874074074,0,Net and Coble: Retained
1965,5,1.868,4.249892934,1.008,0.837896825,0,Fixed Engine: Retained
1965,5,1.018,4.259233792,1.037,0.816682739,0,Net and Coble: Retained
1965,6,3.503,4.685612332,2.041,1.001175894,0,Fixed Engine: Retained
1965,6,0.855,4.653684211,1.846,0.961755146,0,Net and Coble: Retained
1965,7,2.852,5.090673212,1.27,1.039685039,0,Fixed Engine: Retained
1965,7,0.862,5.103132251,1.994,0.99338014,0,Net and Coble: Retained
1965,8,1.444,6.023268698,0.583,1.043396226,0,Fixed Engine: Retained
1965,8,0.217,5.997235023,0.478,0.99832636,0,Net and Coble: Retained
1966,2,0.048,4.083333333,0,0,0,Fixed Engine: Retained
1966,2,1.541,4.354574951,0,0,0,Net and Coble: Retained
1966,3,0.671,4.317585693,0.005,1.08,0,Fixed Engine: Retained
1966,3,1.642,4.263824604,0.002,0.9,0,Net and Coble: Retained
1966,4,0.721,4.184188627,0.016,1.33125,0,Fixed Engine: Retained
1966,4,1.203,4.159600998,0.009,0.855555556,0,Net and Coble: Retained
1966,5,1.93,4.347202073,0.234,1.122222222,0,Fixed Engine: Retained
